S.No.,Title,Company Name,Package,Job sector,Package Interval,CTC Currency,Years,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Education criteria
,Sr. Associate Commercial Credit,WNS Global Services Pvt Ltd,540000,FINANCE,ANNUM,INR,2022,Online test (0),Technical interview (0),Technical interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Senior Academic Counsellors,College Dekho,450000,"COUNSELING,SALES",ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Associate Software Engineer,Accenture,450000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
MCA
	All students of MCA are eligible
"
,Associate Software Engineer,S&P Global,900000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (10),Technical interview (4),HR interview (3),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
MCA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,Content Writer,RNF Technologies,400000,OTHER,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BA
	All students of BA are eligible
"
,Management Trainee – Project Management,RNF Technologies,400000,"OTHER,PROJECT_MANAGEMENT",ANNUM,INR,2022,Online test,Technical interview,HR interview,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
"
,Intern/Management Trainee – Sales and Business Development,RNF Technologies,400000,"BUSINESS_DEVELOPMENT,SALES",ANNUM,INR,2022,Online test,Technical interview,HR interview,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Application Associate Financial Modelling,S&P Global,550000,FINANCE,ANNUM,INR,2022,Appliy for Pymetric test (10),Pymetrics test shortlisted (4),Second test shortlisted (2),Shortlisted for PI (0),HR interview (0),-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MA
	All students of MA are eligible
"
,F&A_Accounts Payables/ F&A_Accounts Receivable,WNS Global Services Pvt Ltd,347000,"ACCOUNTING,OTHER",ANNUM,INR,2022,Technical interview (0),-,-,-,-,-,"B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Management Trainees (Business Development & Conference Sales),RNF Technologies,400000,SALES,ANNUM,INR,2022,Resume shortlisting (0),Group discussion (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Voice Associates,Accenture,350440,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"BCA
	All students of BCA are eligible
BBA
	All students of BBA are eligible
B.Tech
	All students of B.Tech are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Associate product consultant,Cvent India Pvt Ltd (Gurgaon),663000,OTHER,ANNUM,INR,2022,Online test (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Academic Writer – Finance,Paper Media Pvt. Ltd.,600000,FINANCE,ANNUM,INR,2022,Online test,HR interview,-,-,-,-,"M.Com
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Academic Writer – Management,Paper Media Pvt. Ltd.,480000,OTHER,ANNUM,INR,2022,Online test,HR interview,-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Academic Writer - Civil Engineering,Paper Media Pvt. Ltd.,600000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2022,Online test,HR interview,-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Academic Writer – EEE,Paper Media Pvt. Ltd.,600000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2022,Online test,Technical interview,-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Academic Writer – Finance,Paperpedia Private Limited,600000,OTHER,ANNUM,INR,2022,Online test (0),HR interview (0),-,-,-,-,"M.Com
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Academic Writer – EEE,Paperpedia Private Limited,600000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2022,Online test (0),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Academic Writer - Civil Engineering,Paperpedia Private Limited,600000,OTHER,ANNUM,INR,2022,Interview,HR interview,-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Academic Writer – Management,Paperpedia Private Limited,480000,OTHER,ANNUM,INR,2022,Online test,HR interview,-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Clinical Investigator,"Optum, UHG",334000,OTHER,ANNUM,INR,2022,Pre-placement Talk,HR interview,-,-,-,-,"MPT
	All students of MPT are eligible
BPT
	All students of BPT are eligible
"
,Operations Associate,Indus Valley Partners,400000,FINANCE,ANNUM,INR,2022,Online test (0),Technical interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Java Developer,Intellect Design Arena Ltd,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
MCA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,Associate Solution Engineer,Indus Valley Partners,400000,ENGINEERING,ANNUM,INR,2022,Online test (6),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,"Associate, Client Support",S&P Global,550000,FINANCE,ANNUM,INR,2022,Group discussion (0),HR interview (0),-,-,-,-,"BA
	All students of BA are eligible
BBA
	All students of BBA are eligible
"
,Business Analyst- IM &A (Investment management and Accounting),Novel Patterns,500000,FINANCE,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
"
,GRADUATE ENGINEER TRAINEE (Male Candidate),Globe Capacitors Pvt. Ltd,360000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2022,Pre-placement Talk,Written test,Technical interview,HR interview,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Sales Trainee,Exide Industries Limited,550000,SALES,ANNUM,INR,2022,Pre-placement Talk (0),HR interview (0),-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,1. Graduate Trainee – Accounts 2. Graduate Trainee – Claims Processing 3. Graduate Trainee – Front Office : Admissions,Moolchand Healthcare Pvt. Ltd,240000,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"BBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
B.Com (Hons.)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
"
,Graduate Trainee - Legal,Moolchand Healthcare Pvt. Ltd,264000,LEGAL,ANNUM,INR,2022,HR interview,-,-,-,-,-,"BA LLB
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
B.Com LL.B
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
BBALLB
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
"
,Trainee – Customer Success,Infozech Software Private Limited,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (32),Technical interview (20),HR interview (5),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,1.Engineering Trainee - PLM 2.Engineering Trainee - QATS,Indigo,300000,OTHER,ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Trainee Engineer/Service Engineer,Siemens Healthineers India,600000,OTHER,ANNUM,INR,2022,Online test,Technical interview,HR interview,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		65.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		65.0% marks in PG
		60.0% marks in UG
"
,Support Associate,Indus Valley Partners,300000,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
BA
	All students of BA are eligible
"
,Associate product consultant,Cvent India Pvt Ltd (Gurgaon),663000,OTHER,ANNUM,INR,2022,Online test (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Graduate Trainee – Claims Processing,Moolchand Healthcare Pvt. Ltd,264000,HEALTHCARE_SERVICES,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"BBA
	Applicants must have scored
		50.0% marks in CLASS X
		50.0% marks in CLASS XII
		50.0% marks in DIP
		50.0% marks in UG
B.Com (Hons.)
	Applicants must have scored
		50.0% marks in CLASS X
		50.0% marks in CLASS XII
		50.0% marks in DIP
		50.0% marks in UG
M.Com
	Applicants must have scored
		50.0% marks in CLASS X
		50.0% marks in CLASS XII
		50.0% marks in DIP
		50.0% marks in PG
		50.0% marks in UG
"
,Trainee – Software Delivery,Infozech Software Private Limited,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (21),Technical interview (11),HR interview (7),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Academic Writer for Humanities,Paperpedia Private Limited,480000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,Online test,HR interview,-,-,-,-,"MA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Associate Software Engineer (Urgent Hiring),S&P Global,900000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
MCA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,Associate Product Consultant- Event Phones,Cvent India Pvt Ltd (Gurgaon),600000,BUSINESS_DEVELOPMENT,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
BCA
	All students of BCA are eligible
B.Sc
	All students of B.Sc are eligible
"
,Trainee - Software Engineer,Infozech Software Private Limited,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement,-,-,-,-,-,NA
,Management Trainee/Analyst,Interocean,450000,DATA_ANALYTICS,ANNUM,INR,2022,Written test (8),HR interview (0),-,-,-,-,"BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
"
,1. Engineer- FEA/Pipe Stress 2. CFD Engineer,Mechartes Researchers Pvt. Ltd,300000,OTHER,ANNUM,INR,2022,shortlisting by Company (6),Written test (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,CUSTOMER SUPPORT ASSOCIATE – VOICE & NON-VOICE,FIS Global,326000,OTHER,ANNUM,INR,2022,Resume shortlisting (0),Online test (0),Technical interview (0),HR interview (0),-,-,"B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
B.Sc
	All students of B.Sc are eligible
BBA
	All students of BBA are eligible
BA
	All students of BA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Executive-Inside Sales,Franchise India Holdings Limited,400000,SALES,ANNUM,INR,2022,Group discussion (2),HR interview (1),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Trainee Data Specialist,Futurense Technologies,1250000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2022,Online test (4),Technical interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		70.0% marks in UG
"
,Technical Support Executive,Paytm M'loyal (Mobiquest Mobile Technologies Pvt Ltd),240000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Technical interview (0),HR interview (0),-,-,-,"B.Sc
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
BCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Junior Software Application Engineer,COBO GROUP,310000,OTHER,ANNUM,INR,2022,Resume shortlisting (0),Online test (0),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Graduate Trainee / Management Trainee (Sales),Jaro Education,667000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,Group Disscussion (20),Interview (10),HR interview (3),-,-,-,"B.Tech
	All students of B.Tech are eligible
MA
	All students of MA are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
BA
	All students of BA are eligible
M.Tech.
	All students of M.Tech. are eligible
B.Sc
	All students of B.Sc are eligible
B.Ed
	All students of B.Ed are eligible
BCA
	All students of BCA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
BBA
	All students of BBA are eligible
M.Sc.
	All students of M.Sc. are eligible
"
,GRADUATE ENGINEER TRAINEE Design,Bengal Industries Pvt.Ltd,300000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2022,Written test (1),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in UG
"
,Sales Trainee (B2B),Coffee Day Beverages,540000,SALES,ANNUM,INR,2022,Online test (1),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Executive Trainee,Anand Rathi Group,550000,SALES,ANNUM,INR,2022,Technical interview (4),HR interview (3),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Business Trainee (Internship cum placement drive),PhysicsWallah,300000,OTHER,ANNUM,INR,2022,Telephonic round (2),HR interview (0),-,-,-,-,"BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
"
,Business Analyst (Internship cum placement drive),PhysicsWallah,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Telephonic round (1),HR interview (1),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Management Trainee (Internship cum placement drive),PhysicsWallah,500000,OTHER,ANNUM,INR,2022,Telephonic round (1),HR interview (1),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,1. Data _ MIS Trainee 2. Digital Sales Trainee 3. GCP Solution Sales Trainee 4. Inside Sales Trainee AWS GCP 5. Junior Executive Cloud Sales (MWS _ Azure) 6. Junior Operation Trainee 7. L1 Support O365 8. Licensing Trainee 9. Marketing Trainee,Noventiq,350000,OTHER,ANNUM,INR,2022,Online test (47),Technical interview (6),HR interview (6),-,-,-,"B.Tech
	Applicants must have scored
		55.0% marks in CLASS X
		55.0% marks in CLASS XII
		55.0% marks in DIP
		60.0% marks in UG
MBA (Semester)
	Applicants must have scored
		55.0% marks in CLASS X
		55.0% marks in CLASS XII
		55.0% marks in DIP
		60.0% marks in PG
MCA
	Applicants must have scored
		55.0% marks in CLASS X
		55.0% marks in CLASS XII
		55.0% marks in DIP
		60.0% marks in PG
BCA
	Applicants must have scored
		55.0% marks in CLASS X
		55.0% marks in CLASS XII
		55.0% marks in DIP
		60.0% marks in UG
"
,Zyla Health,Zyla Health,240000,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"B.Sc
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
M.Sc.
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in PG
		75.0% marks in UG
"
,Management Trainee,IDFC Asset Management Company Limited (Bandhan AMC Limited),550000,"MARKETING_GENERAL,SALES",ANNUM,INR,2022,Resume shortlisting (0),Online test (0),Group discussion (0),HR interview (0),-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Medical Scribing,Panacea Smart Solutions LLC (Kozent Tec Pvt.Ltd.),300000,OTHER,ANNUM,INR,2022,-,-,-,-,-,-,NA
,1) Business Development Executive 2) Business Development Manager 3) Insurance_Relationship Manager,GIRNARSOFT PRIVATE LIMITED,400000,"FINANCE,MARKETING_GENERAL,SALES",ANNUM,INR,2022,Group discussion (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Medical Scribing (Permanent night shifts),Panacea Smart Solutions LLC (Kozent Tec Pvt.Ltd.),300000,HEALTHCARE_SERVICES,ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"M.Sc.
	All students of M.Sc. are eligible
B.Tech
	All students of B.Tech are eligible
MPT
	All students of MPT are eligible
B.Sc
	All students of B.Sc are eligible
BPT
	All students of BPT are eligible
M.Tech.
	All students of M.Tech. are eligible
"
